1043,693,pantone,"{219,168,165}","{0.00925926,0.246575,0.858824}","{73.4038,18.2866,8.7895}",24.779,20,f
764,485 2X,pantone,"{204,12,0}","{0.00980392,1,0.8}","{42.914,66.5618,56.9545}",93.4666,21,f
774,496,pantone,"{247,201,198}","{0.0102041,0.198381,0.968627}","{84.8046,15.818,7.6454}",22.4252,22,f
693,438,pantone,"{89,63,61}","{0.0119048,0.314607,0.34902}","{29.4523,11.0364,5.7071}",12.7541,23,f
1092,805 2X,pantone,"{249,58,43}","{0.0121359,0.827309,0.976471}","{55.4211,69.9906,53.3382}",93.774,24,f
821,5235,pantone,"{221,198,196}","{0.0133333,0.113122,0.866667}","{81.6998,7.7426,3.9388}",11.3431,25,f
694,439,pantone,"{73,53,51}","{0.0151515,0.30137,0.286275}","{24.3273,8.6283,4.7518}",9.93311,26,f
306,1817,pantone,"{91,45,40}","{0.0163399,0.56044,0.356863}","{24.4943,20.4292,12.7346}",22.9541,27,f
784,5015,pantone,"{216,173,168}","{0.0173611,0.222222,0.847059}","{74.3897,14.9038,8.5142}",21.5458,28,f
301,180,pantone,"{193,56,40}","{0.0174292,0.792746,0.756863}","{44.687,53.521,40.9354}",68.665,29,f
311,185 2X,pantone,"{209,22,0}","{0.0175439,1,0.819608}","{44.4175,66.5562,58.1517}",93.7692,30,f
1042,692,pantone,"{232,191,186}","{0.0181159,0.198276,0.909804}","{80.718,13.8628,8.0173}",20.6074,31,f
304,181,pantone,"{124,45,35}","{0.0187266,0.717742,0.486275}","{30.116,33.7033,24.2294}",39.8079,32,f
298,179,pantone,"{226,61,40}","{0.0188172,0.823009,0.886275}","{51.4499,62.1591,49.5812}",83.1745,33,f
1048,698,pantone,"{247,209,204}","{0.0193798,0.174089,0.968627}","{86.8666,12.5238,7.4229}",19.2007,34,f
786,5025,pantone,"{226,188,183}","{0.0193798,0.190265,0.886275}","{79.3594,12.8092,7.611}",19.2007,35,f
763,485,pantone,"{216,30,5}","{0.0197472,0.976852,0.847059}","{46.363,67.0668,58.2883}",94.1288,36,f
777,498,pantone,"{109,51,43}","{0.020202,0.605505,0.427451}","{28.8849,24.9802,17.076}",29.409,37,f
787,503,pantone,"{244,209,204}","{0.0208333,0.163934,0.956863}","{86.5999,11.4492,7.0048}",17.7951,38,f
779,499,pantone,"{122,56,45}","{0.0238095,0.631148,0.478431}","{32.1581,27.7853,20.4163}",34.0033,39,f
692,437,pantone,"{140,112,107}","{0.0252525,0.235714,0.54902}","{49.7682,10.2135,6.9543}",14.522,40,f
297,1788 2X,pantone,"{214,33,0}","{0.0257009,1,0.839216}","{46.1556,65.8679,59.4438}",94.0721,41,f
762,484,pantone,"{155,48,28}","{0.0262467,0.819355,0.607843}","{36.3025,43.4568,36.638}",55.7554,42,f
281,170,pantone,"{249,137,114}","{0.0283951,0.542169,0.976471}","{68.9291,40.359,31.2362}",58.9708,43,f
740,4695,pantone,"{81,38,28}","{0.0314465,0.654321,0.317647}","{20.902,19.0472,15.7477}",22.9928,44,f
282,171,pantone,"{249,96,58}","{0.0331588,0.767068,0.976471}","{60.6145,56.5944,51.0522}",82.5523,45,f
1055,705,pantone,"{249,221,214}","{0.0333333,0.140562,0.976471}","{90.1869,8.5298,6.9528}",15.1217,46,f
280,169,pantone,"{249,186,170}","{0.0337553,0.317269,0.976471}","{80.8276,20.6144,16.9938}",34.1012,47,f
761,483,pantone,"{107,48,33}","{0.0337838,0.691589,0.419608}","{27.7081,25.0553,21.8808}",31.9409,48,f
788,5035,pantone,"{237,206,198}","{0.034188,0.164557,0.929412}","{85.1108,9.5852,7.9657}",16.8193,49,f
1041,691,pantone,"{239,209,201}","{0.0350877,0.158996,0.937255}","{86.0907,9.1957,7.8042}",16.3571,50,f
266,1625,pantone,"{249,165,140}","{0.0382263,0.437751,0.976471}","{75.4162,28.2412,25.7029}",46.6214,51,f
691,436,pantone,"{188,165,158}","{0.0388889,0.159574,0.737255}","{69.5196,7.214,6.6922}",12.8149,52,f
1103,811,pantone,"{255,114,71}","{0.0389493,0.721569,1}","{64.7633,51.1425,49.2382}",78.5889,53,f
268,1635,pantone,"{249,142,109}","{0.0392857,0.562249,0.976471}","{69.8876,37.4191,35.1782}",59.7569,54,f
286,175,pantone,"{109,51,33}","{0.0394737,0.697248,0.427451}","{28.7174,24.2082,23.165}",32.4277,55,f
765,486,pantone,"{237,158,132}","{0.0412698,0.443038,0.929412}","{72.3114,26.4872,25.6225}",44.6493,56,f
284,173,pantone,"{209,68,20}","{0.042328,0.904306,0.819608}","{49.1793,53.6685,54.9001}",80.2122,57,f
285,174,pantone,"{147,51,17}","{0.0435897,0.884354,0.576471}","{35.2247,38.9003,40.4752}",55.0475,58,f
